scientific_name,bin_start,larvae_mean,n_tows,year,month_sin,month_cos,latitude,longitude,log_volume_sampled,standard_haul_factor,log_matched_eggs,frac_past_flexion,mean_larva_size_mm,bot_sst_100m,bot_sal_100m,bot_sigma_100m,bot_o2_100m,bot_chla_100m,bot_po4_100m,bot_no3_100m,bot_sio3_100m,bot_mld_05,bot_strat_dT,bot_chla_max,bot_chla_int,bot_o2_min_200,bot_nitracline,cast_wind_spd,cast_wind_dir,cast_barom,cast_dry_t,cast_wet_t,cast_secchi,tow_type_code,y,species_id
Anisotremus davidsonii,2001,7.521080234,5,2003,-0.5732050807568875,-0.592820323027551,33.56333,-118.056335,5.127324997298837,3.8839999999999995,0.0,0.16666666666666666,,14.663592796092797,33.52348778998779,24.81204262057387,4.94565438034188,1.1145264804639805,0.9134432234432235,9.03751907814408,10.118215811965811,7.5,10.385000000000002,2.9225,59.535000000000004,3.0125,19.75,9.25,18.25,1012.575,20.325,19.25,7.0,1.0,2.1425431208324706,23
Anisotremus davidsonii,2011,4.059941176,10,2013,-0.49999999999999983,-0.8660254037844389,33.596333,-118.30984,4.255126066869476,3.495,0.0,0.35,,18.06440777777778,33.543812777777774,24.102286633333332,5.804542777777778,1.0706994444444444,0.4139277777777778,1.661611111111111,3.6100388888888886,8.9,8.784666666666666,2.0779,24.109949999999998,5.2125,25.0,7.2,24.5,1012.5,21.8,19.240000000000002,15.5,1.0,1.6213548579353572,23
Anoplopoma fimbria,2006,10.3965117225,8,2008,0.8660254037844387,-0.49999999999999983,45.46958,-127.28854,6.028365688561912,4.655,0.0,0.8833522799040041,,,,,,,,,,,,,,,,,,,,,,1.0,2.4333073193217998,25
Anthiinae,2001,4.515454545454546,11,2003,-0.6785546922852507,0.4723774929733299,22.613182,-159.45741,6.128296483958522,4.515454545454546,0.0,0.6,,,,,,,,,,,,,,,,,,,,,,1.0,1.707554069155836,30
Apogon atricaudus,1956,3.4620000000000006,5,1958,-0.5928203230275508,0.17320508075688762,24.649334,-112.92566,6.328618955355415,2.146,0.0,,,20.823852564102566,34.24683397435898,23.90789423076923,4.322826923076923,,0.7039166666666667,,,23.25,8.481124999999999,,,1.1025,,10.25,23.75,,,,,0.0,1.4955970960103409,33
Apogonidae,1956,3.7560000000000002,5,1958,-0.5928203230275508,0.37320508075688774,25.140667,-112.85667,6.198366719624848,2.536,0.0,,,22.728349572649574,34.502717855477854,23.570034654234654,4.460898290598291,,0.658,,,35.0,7.827777777777778,,,2.058,,7.2,28.0,,,,,0.0,1.5594069788285354,36
Arctozenus risso,1956,2.918333333333333,6,1958,-0.08333333333333322,-0.8883545031536989,32.46861,-123.59861,6.2263631522887115,2.5766666666666667,0.0,,,15.315173992673992,33.459494505494504,24.703000915750916,5.494899267399268,,,,,56.666666666666664,3.285694444444444,,,3.271666666666667,,14.333333333333334,33.166666666666664,,,,,0.0,1.365666393323923,37
Arctozenus risso,1961,3.3738709677419356,62,1963,0.15364966841336822,-0.14458228411512505,31.250216,-124.886665,6.217448827184405,2.8188709677419355,0.0,,,15.961943229251368,33.71969533105783,24.75023238970332,5.615556022143232,,0.37370808556522844,,2.524645424020424,66.70930232558139,2.2409883720930237,,,4.18046511627907,,10.585365853658537,22.906976744186046,1018.7769230769231,16.16923076923077,14.246153846153847,,0.0,1.4756484219890715,37
Arctozenus risso,1966,3.4247916666666662,48,1968,0.22079325440319408,-0.2325052924550914,31.124166,-120.88944,6.267740047834934,3.109166666666667,0.0,,,14.613414825370707,33.28122044895464,24.713841195487518,5.7980800834967505,,0.3887159090909091,0.5462499999999999,2.2381818181818183,47.338235294117645,3.4397107843137253,,,3.2394444444444446,105.0,11.794117647058824,27.441176470588236,1019.1117647058825,15.926470588235293,14.209090909090909,30.333333333333332,0.0,1.4872231963722642,37
Arctozenus risso,1971,4.134761904761905,21,1973,-0.09352864833989309,-0.028479819588253165,32.811428,-126.50421,6.533752521614763,2.992857142857143,0.0,,,14.255359044801354,33.35837344322344,24.83541638489715,5.773301282051282,,0.35467948717948716,0.34335664335664334,1.9509615384615384,63.84615384615385,2.0465705128205127,,,3.2750000000000004,97.0,13.615384615384615,25.53846153846154,1015.873076923077,14.476923076923075,12.938461538461537,,0.0,1.6360334751705579,37
Arctozenus risso,1976,6.260435373,20,1978,0.3415063509461097,-0.518301270189222,30.651499,-124.11725,6.002810880130145,5.258,0.0,,,16.47329821159233,33.43621096746391,24.414220771385477,5.729427797692503,0.18173313145188144,0.378276578976579,0.6393920523920524,3.049213286713287,66.0,1.921549019607843,0.33,18.904375,4.196470588235294,127.625,13.764705882352942,18.58823529411765,1018.9176470588235,16.71764705882353,14.682352941176472,20.2,1.0,1.9824397957714346,37
Arctozenus risso,1981,6.840289869199999,25,1983,0.6049742261192856,-0.10143593539448972,31.668934,-121.34267,6.044033098695868,5.0108,0.0,,,15.557226984126983,33.42006099206349,24.61419556776557,5.724585200056354,0.1708754290581214,0.38306811777965627,0.738198788391096,2.8010724852071007,69.4,2.3109888888888883,0.3573076923076923,17.71,3.416923076923077,100.07692307692308,13.692307692307692,30.866666666666667,1017.3,15.8,13.78,25.5,1.0,2.0592758067910726,37
Arctozenus risso,1986,4.85375,8,1988,0.5290063509461097,-0.10825317547305476,31.41875,-122.77896,6.085241268618144,4.85375,0.0,0.375,,15.040566964285714,33.33390610119048,24.66149694940476,5.830819196428571,0.19011011904761904,0.42540922619047616,1.0710342261904762,2.8990104166666666,63.125,2.3282708333333337,0.42875,19.98375,3.54875,97.875,14.375,31.125,1016.6375,15.6,13.4,26.0,1.0,1.7670824815156143,37
Arctozenus risso,1991,5.3149999999999995,30,1993,-0.05207259421636896,0.145534180126148,31.703388,-122.826164,6.091114794282827,4.813000000000001,0.0,0.06896551724137931,,16.225721226711084,33.299016423890514,24.371896354887507,5.708984711367065,0.17430524664652455,0.35278647594798707,0.450852417890233,2.918278069124925,61.724137931034484,2.7152413793103447,0.30603448275862066,17.92189655172414,3.7870689655172414,108.5,12.258620689655173,24.810344827586206,1017.7775862068966,17.010344827586206,15.296551724137931,29.083333333333332,1.0,1.8429277558024544,37
Arctozenus risso,1996,5.62612320074074,54,1998,0.07456073040053386,-0.08581434437436225,31.999073,-122.8591,6.092263527247051,4.736851851851852,0.0,0.18209876543209877,,15.811407104650979,33.37988833089003,24.536542267008894,5.705967983133424,0.2003085563522655,0.31174226541415906,0.5248007128601466,2.7265196234727673,61.72222222222222,2.534066284538507,0.37722222222222224,20.526574074074073,3.5981481481481485,103.57692307692308,14.537037037037036,30.85185185185185,1018.4814814814815,16.874074074074073,15.12962962962963,26.714285714285715,1.0,1.8910198972365007,37
Arctozenus risso,2001,5.527388924074074,27,2003,0.12333803773785901,-0.028442562682634173,31.411667,-130.1218,6.1171866843042775,4.689259259259259,0.0,0.3333333333333333,,14.839230697407167,33.194256031386914,24.59899238490268,5.7672094645550525,0.22128583829365078,0.40756999209940387,1.1567381311498959,2.846065233785822,64.29411764705883,2.385647058823529,0.433125,22.724687499999998,3.3076470588235294,89.17647058823529,14.647058823529411,24.11764705882353,1018.9235294117648,15.164705882352942,13.170588235294119,27.428571428571427,1.0,1.876007004835727,37
Arctozenus risso,2006,5.526804290454546,22,2008,-0.3043705646684834,0.43301270189221913,31.720453,-122.89272,6.111336989875266,4.695454545454545,0.0,0.5,,15.336139976270228,33.21888448689499,24.501992087277802,5.66980678145384,0.25369453515672,0.42773523255456025,1.578550277920026,3.332054737979108,55.857142857142854,3.7043809523809523,0.43666666666666665,25.56833333333333,3.162857142857143,84.57142857142857,11.857142857142858,25.666666666666668,1016.9714285714286,16.261904761904763,14.0,23.2,1.0,1.8759174345941483,37
Arctozenus risso,2011,5.768667466764706,34,2013,0.17541475338640453,0.24289206615287362,32.063923,-122.72392,6.0914202887876145,4.778823529411764,0.0,0.43103448275862066,,15.381445126574814,33.259569925092265,24.526246787212788,5.613365038607226,0.279458939498002,0.39231469068565844,1.5110365978107916,3.302188236494688,54.4375,3.3574607514880954,0.54253125,27.490109375,3.130875,84.7741935483871,11.78125,23.1875,1018.64375,16.1875,14.528125,27.142857142857142,1.0,1.912304238417066,37
Arctozenus risso,2016,6.327734203333333,9,2018,0.7440169358562925,-0.04465819873852032,33.392223,-123.09241,6.093701118739873,4.714444444444444,0.0,0.5,,14.29448308903572,33.23813136775505,24.752878281749116,5.733087110420444,0.21600273219881064,0.3515932270344035,1.448773432449903,2.652656036773684,53.111111111111114,1.9525250000000005,0.40522222222222226,22.65288888888889,3.1157777777777778,87.42857142857143,13.444444444444445,28.333333333333332,1018.688888888889,15.633333333333333,14.322222222222223,20.666666666666668,1.0,1.9916663553348217,37
Argentina sialis,1951,8.751736972704714,403,1953,0.3670372379627064,-0.154706668777463,29.063505,-115.799034,6.044970252597941,2.6135980148883373,0.0,,,13.138379368041571,33.58319772908914,25.197649066339725,4.649624043767564,,1.0959669869425968,,,27.895502645502646,4.130584014750681,,,1.7867379679144386,,9.953042328042327,27.834656084656082,,,,,0.0,2.27744542018938,39
Argentina sialis,1956,13.558544546814517,248,1958,0.5252635959853214,-0.0661367894703495,29.24619,-115.93829,6.00233224950122,2.874516129032258,0.0,,,14.432019788899115,33.75108206923919,25.09340002035666,4.839967131248382,,,,,37.31818181818182,4.410970622119815,,,1.8768333333333334,,9.265151515151516,28.516949152542374,,,,,0.0,2.678178075327904,39
Argentina sialis,1961,5.746296296296296,189,1963,0.32991443953692906,-0.10156694403548479,30.205158,-116.64042,6.013092935369133,2.795238095238095,0.0,,,13.088215594098573,33.71354834981803,25.356081882744913,4.66294193970281,,0.7760109121647584,,8.713983708599093,30.361702127659573,4.279527777777777,,,1.627608695652174,,9.642857142857142,26.869565217391305,1016.2088235294117,14.721052631578948,13.822222222222223,,0.0,1.9089936574502437,39
Argentina sialis,1966,10.099141630901288,233,1968,0.211439363967209,-0.08632934210192586,31.056873,-117.1551,6.1571054668282,3.10725321888412,0.0,,,13.605066157106783,33.58629653390591,25.14395606378575,4.976190192180933,,0.8438310121976789,6.921451207522637,10.675604765604767,35.415277777777774,4.144279202279202,,,2.0301234567901236,40.42857142857143,9.044444444444444,26.345938375350137,1015.9011204481793,15.815138888888889,14.131666666666666,16.46153846153846,0.0,2.4068677747786937,39
Argentina sialis,1971,12.015840707964601,113,1973,0.3218232336618092,0.2014011526477673,30.98882,-117.01753,6.233180339035511,3.127787610619469,0.0,,,13.109600990430103,33.6440433553788,25.29874865584486,5.00774615014615,,0.9973720816220816,9.595694028194028,12.38267686017686,35.26160337552742,3.636220394736842,,,2.0033333333333334,19.916666666666668,9.722222222222221,28.458333333333332,1016.8020833333334,15.163013698630138,13.575352112676057,13.5,0.0,2.566167131670722,39
Argentina sialis,1976,12.025786901571427,70,1978,0.25177650932831624,0.23328752884174558,31.93007,-117.593666,5.91495866381842,5.263428571428571,0.0,,,13.900533838185623,33.54889974192474,25.04966512535084,4.951088831168831,0.5410596865255957,0.8391972522427068,8.045958968567664,9.437325382950384,28.428571428571427,5.020035714285714,1.5427272727272727,47.53818181818181,1.9912,39.69565217391305,9.68,30.178571428571427,1016.1892857142857,16.95714285714286,14.932142857142859,18.0,1.0,2.5669310005225148,39
Argentina sialis,1981,15.763846326202533,79,1983,0.6958372553202499,-0.13969491626407896,32.2377,-118.320816,5.923479795552675,5.0672151898734175,0.0,0.16666666666666666,,13.340020522879898,33.558393752514846,25.17873150191822,5.1138337488534855,0.5619742412558203,0.8155295603519288,7.369775348920085,9.30723641124957,35.12903225806452,3.676840277777778,1.4013157894736843,44.3045,2.7263157894736842,40.8421052631579,10.828947368421053,25.7109375,1017.5140625,14.91796875,12.94296875,17.0,1.0,2.819224563127617,39
Argentina sialis,1986,19.040293704285713,91,1988,0.3043533233264465,0.15079595455313688,33.784542,-119.269615,5.8006596613708,5.016153846153847,0.0,0.08239700374531835,,12.526445646418534,33.57185155397512,25.35770723617728,4.954585478585771,1.235668494477151,0.9464280885940368,9.358577899095112,11.158403029401525,26.335227272727273,3.821519944341373,3.2553977272727277,90.96710227272727,2.544147727272727,20.255681818181817,9.8125,23.426136363636363,1016.7704545454545,15.422159090909092,13.56647727272727,12.971428571428572,1.0,2.997744932011748,39
Argentina sialis,1991,17.885025776941177,85,1993,0.2882352941176471,0.17320508075688776,34.04092,-119.81407,5.922103977021941,4.804117647058824,0.0,0.13597560975609757,,13.230533000541024,33.41232419105385,25.101833679157103,5.121909496175951,0.6879695969033757,0.8226658061022749,6.746013661633281,8.362222022258786,31.182926829268293,4.277340998043052,1.8270731707317072,56.81829268292683,2.7422560975609755,33.09146341463415,9.439024390243903,22.317073170731707,1015.9024390243902,15.817073170731707,14.115853658536585,14.654761904761905,1.0,2.938369321106098,39
Argentina sialis,1996,12.155790311969696,66,1998,0.4012236683868661,0.04342462733006735,34.055176,-120.31846,5.920310776608847,4.813030303030303,0.0,0.1875,,12.746402860270502,33.58230285295273,25.33536119687112,4.792123970598214,1.4384815596684017,0.9627459419464837,9.608458539940738,11.24342816773583,30.76923076923077,3.616628108465609,3.6264615384615384,105.11707692307692,2.22,25.516666666666666,10.538461538461538,23.53846153846154,1018.9615384615385,15.352307692307692,13.652307692307692,13.125,1.0,2.5768619896143306,39
Argentina sialis,2001,8.126036425128206,78,2003,0.5876560073600535,0.23579878006940092,33.89637,-119.70721,5.994962740453013,4.780769230769231,0.0,0.11363636363636363,,12.40294001667936,33.49509521400622,25.324243429882767,4.710109274326707,1.305678782930837,1.0339507239208359,10.48839467890343,11.265330393775558,23.28205128205128,4.072249559082892,3.596794871794872,104.63923076923076,1.9888461538461537,17.0,6.923076923076923,22.064102564102566,1016.623076923077,15.175641025641026,13.502564102564103,13.117647058823529,1.0,2.2111314738547083,39
Argentina sialis,2006,9.968148576086957,23,2008,0.6734948285550687,-0.14634893059932333,33.75971,-119.780716,5.947723597142719,4.857391304347826,0.0,0.10869565217391304,,12.35330592223394,33.49421009355497,25.35239906999462,4.747840386011955,0.9123950527504449,1.0330384725115116,10.51342849461722,11.919717224496635,30.61111111111111,3.634549953314659,2.271111111111111,68.66277777777776,1.8661111111111113,27.166666666666668,11.11111111111111,26.38888888888889,1017.6166666666666,14.788888888888888,13.094444444444443,14.428571428571429,1.0,2.3949954884927482,39
Argentina sialis,2011,11.159418500000001,21,2013,-0.392002419408042,0.583730011866557,34.00143,-119.48366,5.907593421971663,4.720000000000001,0.0,0.15873015873015872,,13.765432313787864,33.50845489671388,25.050620900104615,4.80588186611183,0.8200478277849601,0.8924548079371609,8.329795382721853,9.055576365954307,22.1,5.886662218045113,2.6169000000000002,77.818875,1.9802499999999998,29.65,9.0,24.25,1014.305,17.145,15.115,16.428571428571427,1.0,2.4981040546708897,39
Argentina sialis,2021,5.798353341,10,2023,0.39999999999999997,0.5196152422706632,33.806664,-119.24917,6.056624357896995,4.807,0.0,0.2,,13.013672161172162,32.01724773626374,25.322505377289378,4.8314653846153846,1.0538673076923077,0.8920787878787879,8.766145454545455,10.079796969696968,39.8,2.931893749999999,1.7286000000000001,64.7443,2.5652,16.0,8.8,26.8,1015.64,13.74,10.98,6.0,1.0,1.9166804271223328,39
Argyropelecus,1961,2.651666666666667,6,1963,0.45534180126147955,0.4553418012614796,33.04222,-123.181114,6.246717721450843,2.651666666666667,0.0,,,14.504007492507494,33.49787724775225,24.888890247252746,5.618136863136863,,0.8048901098901099,,7.935164835164835,59.75,3.3277083333333333,,,3.4975,,9.375,26.75,1022.7,15.5,12.6,,0.0,1.2951836843793203,41
Argyropelecus,1966,4.327999999999999,45,1968,0.1517806004204932,-0.0037749551350624026,30.000591,-118.03385,6.202871958936692,3.1542222222222223,0.0,,,14.226875555000555,33.582381493506496,24.999068001443003,5.311904811854812,,0.6629621212121213,4.673041958041958,6.772902097902097,43.0,3.8434053030303024,,,2.253,66.0,9.909090909090908,22.5,1021.7045454545455,15.945454545454545,14.390476190476189,24.0,0.0,1.6729759332380878,41
Argyropelecus,1971,5.869090909090909,11,1973,-0.23618874648666513,0.6087411293369666,30.965757,-124.2053,6.477547131864742,3.0509090909090912,0.0,,,13.420644022644021,33.51625710539461,25.137040334665333,5.268895104895105,,0.749,5.4799999999999995,6.5200000000000005,46.25,3.6706388888888886,,,2.8666666666666667,50.0,7.6,20.0,1017.9666666666667,13.549999999999999,11.833333333333334,,0.0,1.9270317698349382,41
Argyropelecus,1976,7.564046851904762,42,1978,0.13647740018021143,-0.13818684707841358,30.918373,-119.85123,6.1984354968667015,4.512619047619047,0.0,,,15.61100408682227,33.31862052291143,24.505444549390006,5.614272474999748,0.24556401662853278,0.46653182449734176,2.525529082029082,4.364215300828204,41.57575757575758,4.321126262626263,0.5180645161290323,24.863225806451613,3.029090909090909,84.80645161290323,13.727272727272727,28.666666666666668,1016.2303030303029,16.857575757575756,15.084848484848486,24.363636363636363,1.0,2.1475728415093847,41
Argyropelecus,1981,8.249856117906976,43,1983,0.5803368063233566,-0.0612552231678037,30.878216,-119.41639,6.045710632699908,4.984186046511628,0.0,0.0,,16.036087537462535,33.55695701430922,24.614325391030537,5.719782937300794,0.12321572475143903,0.3471610472860473,0.6573869582798154,2.375393832358118,74.58823529411765,2.772637254901961,0.31428571428571433,13.17785714285714,3.654285714285714,94.5,16.428571428571427,31.5625,1016.5125,16.33529411764706,13.858823529411765,31.0,1.0,2.2246079965824888,41
Argyropelecus,1986,5.29262283125,8,1988,-0.46650635094610987,0.5580127018922192,32.361042,-122.44292,6.044899491519281,4.70875,0.0,0.25,,15.704076376748251,33.23981381535131,24.437836143023645,5.691636165917416,0.2944484135656011,0.418333528450716,1.3797927593240096,2.972087808025308,53.5,4.319708333333334,0.48375,26.0553125,3.5887499999999997,83.5,15.375,34.0,1019.525,17.275,14.887500000000001,24.4,1.0,1.839377968099033,41
Argyropelecus,1991,5.315714285714286,14,1993,0.09056779945936595,0.19514648625491987,31.77226,-121.89119,6.131252308214708,4.642142857142857,0.0,0.07692307692307693,,15.638955992160179,33.2208127968939,24.440613719689058,5.72290159821325,0.1960827459682098,0.4362058378084962,1.0468376758987619,3.593351824457594,46.84615384615385,3.6841282051282054,0.4146153846153846,20.15596153846154,3.5576923076923075,90.5,14.615384615384615,27.923076923076923,1017.0538461538462,17.353846153846153,16.176923076923075,24.4,1.0,1.8430408587828386,41
Argyropelecus,1996,20.268747088333335,18,1998,-0.49800564528543084,0.2961181677178995,17.085,-112.14148,6.142893681532501,4.525555555555555,0.0,0.08333333333333333,,16.267407114127703,33.56835557440925,24.556088850732603,5.364809829059829,0.5121682692307692,0.42871367521367526,2.3141346153846154,4.290512820512821,65.33333333333333,2.708174603174603,1.345,52.362500000000004,3.0050000000000003,90.83333333333333,14.666666666666666,31.166666666666668,1017.4333333333334,16.966666666666665,14.583333333333334,25.666666666666668,1.0,3.057238722368255,41
Argyropelecus,2001,10.517113260625,48,2003,-0.660136114155692,0.28254537138523056,23.417116,-147.62242,6.071752585176388,4.888333333333333,0.0,0.16444444444444445,,15.461663826232245,33.309498446115285,24.55646496732026,5.762193464052288,0.18975256769374416,0.4012014939309057,0.7088870214752567,2.343859943977591,64.8,2.3453809523809537,0.304,19.393,3.528,98.8,9.4,21.2,1017.0200000000001,15.919999999999998,14.419999999999998,32.5,1.0,2.4438340388508832,41
